"IdEmpresa";"IdOT";"Item";"Estado";"Venta";"Costo"
"1";"214";"4";"1";"33000";"30000"
"1";"214";"5";"1";"33000";"30000"
"1";"215";"1";"1";"33000";"30000"
"1";"216";"1";"1";"42500";"36000"
"1";"217";"1";"1";"12500";"6000"
"1";"218";"1";"1";"45000";"38000"
"1";"218";"2";"1";"45000";"38000"
"1";"219";"1";"1";"45000";"38000"
"1";"220";"1";"1";"45000";"38000"
"1";"221";"1";"1";"41000";"36000"
"1";"221";"2";"1";"41000";"36000"
"1";"222";"1";"1";"45000";"38000"
"1";"222";"2";"1";"45000";"37000"
"1";"223";"1";"1";"81300";"60000"
"1";"224";"1";"1";"41000";"35000"
"1";"225";"1";"1";"26000";"18000"
"1";"225";"2";"1";"26000";"18000"
"1";"226";"1";"1";"26000";"18000"
"1";"226";"2";"1";"26000";"18000"
"1";"227";"1";"1";"33000";"28000"
"1";"228";"1";"1";"46000";"36000"
"1";"228";"2";"1";"46000";"36000"
"1";"228";"3";"1";"46000";"36000"
"1";"229";"1";"1";"81300";"60000"
"1";"230";"1";"1";"80500";"47000"
"1";"230";"2";"1";"80500";"47000"
"1";"231";"1";"1";"80500";"47000"
"1";"231";"2";"1";"80500";"47000"
"1";"231";"3";"1";"80500";"47000"
"1";"232";"1";"1";"33000";"30000"
"1";"232";"2";"1";"33000";"30000"
"1";"232";"3";"1";"33000";"30000"
"1";"233";"1";"1";"33000";"30000"
"1";"234";"1";"1";"33000";"30000"
"1";"235";"1";"1";"41000";"36000"
"1";"235";"2";"1";"41000";"36000"
"1";"235";"3";"1";"41000";"36000"
"1";"235";"4";"1";"41000";"36000"
"1";"235";"5";"1";"41000";"36000"
"1";"236";"1";"1";"45000";"38000"
"1";"236";"2";"1";"45000";"37000"
"1";"236";"3";"1";"45000";"38000"
"1";"237";"1";"1";"45000";"37000"
"1";"237";"2";"1";"45000";"37000"
"1";"238";"1";"1";"27000";"24000"
"1";"238";"2";"1";"27000";"24000"
"1";"238";"3";"1";"27000";"24000"
"1";"238";"4";"1";"27000";"24000"
"1";"239";"1";"1";"26000";"18000"
"1";"239";"2";"1";"26000";"18000"
"1";"239";"3";"1";"26000";"18000"
"1";"240";"1";"1";"26000";"18000"
"1";"240";"2";"1";"26000";"18000"
"1";"241";"1";"1";"45000";"37000"
"1";"241";"2";"1";"45000";"38000"
"1";"241";"3";"1";"45000";"38000"
"1";"241";"4";"1";"45000";"38000"
"1";"242";"1";"1";"45000";"37000"
"1";"242";"2";"1";"45000";"37000"
"1";"242";"3";"1";"45000";"37000"
"1";"243";"1";"1";"45000";"37000"
"1";"244";"1";"1";"33000";"30000"
"1";"245";"1";"1";"33000";"30000"
"1";"246";"1";"1";"53000";"45000"
"1";"246";"2";"1";"53000";"45000"
"1";"247";"1";"1";"27000";"24000"
"1";"247";"2";"1";"27000";"24000"
"1";"248";"1";"1";"45000";"38000"
"1";"248";"2";"1";"45000";"38000"
"1";"249";"1";"1";"33000";"30000"
"1";"250";"1";"1";"41000";"35000"
"1";"251";"1";"1";"27000";"24000"
"1";"251";"2";"1";"27000";"24000"
"1";"251";"3";"1";"27000";"24000"
"1";"251";"4";"1";"27000";"24000"
"1";"252";"1";"1";"45000";"37000"
"1";"252";"2";"1";"45000";"37000"
"1";"252";"3";"1";"45000";"37000"
"1";"252";"4";"1";"45000";"37000"
"1";"253";"1";"1";"45000";"38000"
"1";"253";"2";"1";"45000";"37000"
"1";"253";"3";"1";"45000";"38000"
"1";"253";"4";"1";"45000";"37000"
"1";"254";"1";"1";"33000";"30000"
"1";"254";"2";"1";"33000";"30000"
"1";"255";"1";"1";"33000";"30000"
"1";"256";"1";"1";"33000";"30000"
"1";"257";"1";"1";"42000";"36000"
"1";"257";"2";"1";"42000";"36000"
"1";"257";"3";"1";"42000";"36000"
"1";"258";"1";"1";"26000";"19000"
"1";"258";"2";"1";"26000";"18000"
"1";"258";"3";"1";"26000";"18000"
"1";"259";"1";"1";"26000";"18000"
"1";"259";"2";"1";"26000";"18000"
"1";"260";"1";"1";"33000";"30000"
"1";"260";"2";"1";"33000";"30000"
"1";"261";"1";"1";"33000";"30000"
"1";"262";"1";"1";"33000";"30000"
"1";"263";"2";"1";"45000";"37000"
"1";"263";"3";"1";"45000";"37000"
"1";"263";"4";"1";"45000";"37000"
"1";"264";"1";"1";"45000";"38000"
"1";"264";"2";"1";"45000";"38000"
"1";"265";"1";"1";"45000";"37000"
"1";"265";"2";"1";"45000";"37000"
"1";"265";"3";"1";"45000";"38000"
"1";"265";"4";"1";"45000";"37000"
"1";"266";"1";"1";"52000";"44000"
"1";"266";"2";"1";"52000";"44000"
"1";"266";"3";"1";"52000";"44000"
"1";"266";"4";"1";"52000";"45000"
"1";"266";"5";"1";"52000";"45000"
"1";"267";"1";"1";"37000";"28000"
"1";"268";"1";"1";"19500";"16500"
"1";"268";"2";"1";"19500";"16500"
"1";"268";"3";"1";"19500";"16500"
"1";"269";"1";"1";"35500";"28000"
"1";"270";"1";"1";"35500";"28000"
"1";"271";"1";"1";"45000";"37000"
"1";"271";"2";"1";"45000";"37000"
